Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,country,state,total_population,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,churn_value
Yes,8,7,no offer,Yes,41.97,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.0,605.45,0.0,0,293.79,899.24,United States,California,21010,Male,71,No,Yes,Yes,No,0,Yes,0
Yes,6,27,Offer C,Yes,46.66,No,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,United States,California,1965,Female,56,No,No,Yes,Yes,2,Yes,0
No,0,2,no offer,Yes,1.81,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,33.7,0.0,0,3.62,37.32,United States,California,10658,Male,33,No,No,No,No,0,No,0
No,0,25,Offer C,No,0.0,No,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,United States,California,2182,Female,32,No,No,No,Yes,3,No,0
No,0,30,no offer,Yes,38.61,No,Yes,DSL,5,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,74.75,2111.3,0.0,0,1158.3,3269.6000000000004,United States,California,93315,Male,80,No,Yes,No,No,0,No,0
Yes,1,58,no offer,Yes,16.94,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0.0,0,982.52,7188.02,United States,California,7435,Female,73,No,Yes,Yes,No,0,Yes,1
Yes,1,10,Offer D,Yes,2.02,Yes,Yes,Fiber Optic,82,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,United States,California,2872,Male,26,Yes,No,Yes,No,0,Yes,1
No,0,9,no offer,Yes,9.27,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.2,633.85,0.0,0,83.42999999999999,717.28,United States,California,1417,Female,59,No,No,No,No,0,No,0
Yes,1,6,no offer,Yes,28.71,Yes,Yes,Fiber Optic,17,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0,172.26,647.16,United States,California,26419,Female,78,No,Yes,Yes,No,0,Yes,1
Yes,7,69,no offer,Yes,38.92,Yes,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,84.45,5848.6,0.0,40,2685.48,8574.08,United States,California,14574,Female,47,No,No,Yes,Yes,1,Yes,0
No,0,66,no offer,Yes,10.45,Yes,Yes,Fiber Optic,20,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.4,6471.85,0.0,0,689.6999999999999,7161.55,United States,California,12466,Female,68,No,Yes,No,No,0,No,0
No,0,70,Offer A,Yes,10.21,Yes,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.300000000001,United States,California,15921,Female,30,No,No,No,No,0,No,1
No,0,25,Offer C,Yes,5.57,Yes,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.3,676.35,0.0,0,139.25,815.6,United States,California,6876,Male,62,No,No,No,No,0,No,1
Yes,1,46,Offer B,Yes,24.33,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25,864.2,0.0,0,1119.1799999999998,1983.38,United States,California,32304,Female,52,No,No,Yes,Yes,2,Yes,0
Yes,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,United States,California,7334,Female,63,No,No,Yes,No,0,Yes,0
No,0,15,no offer,Yes,22.39,No,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,United States,California,47453,Female,54,No,No,No,No,0,No,1
No,0,12,Offer D,Yes,8.25,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.4,198.1,0.0,0,99.0,297.1,United States,California,7789,Female,48,No,No,Yes,Yes,1,Yes,0
No,0,22,no offer,No,0.0,No,Yes,Cable,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,0.0,0,0.0,1098.85,United States,California,12448,Female,51,No,No,No,No,0,No,0
Yes,9,70,no offer,No,0.0,No,Yes,Cable,85,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,1.01,0,0.0,4038.29,United States,California,2502,Female,22,Yes,No,Yes,No,0,Yes,0
No,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,0.0,130,741.9,3310.5,United States,California,23481,Male,52,No,No,No,No,0,No,0
Yes,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9,United States,California,2743,Male,22,Yes,No,Yes,Yes,1,Yes,0
Yes,2,30,no offer,Yes,9.81,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,576.65,0.0,0,294.3,870.95,United States,California,77791,Male,33,No,No,Yes,No,0,Yes,0
Yes,5,4,Offer E,Yes,28.77,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,United States,California,34902,Male,26,Yes,No,Yes,No,0,Yes,1
No,0,2,Offer E,Yes,14.14,No,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0.0,0,28.28,195.58,United States,California,48690,Male,58,No,No,No,No,0,No,1
No,0,10,no offer,Yes,7.86,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.95,219.5,0.0,0,78.60000000000001,298.1,United States,California,61205,Male,22,Yes,No,No,Yes,1,No,0
No,0,4,Offer E,Yes,36.4,No,Yes,Fiber Optic,29,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,0.0,0,145.6,419.0,United States,California,75319,Male,66,No,Yes,No,No,0,No,0
No,0,52,Offer B,No,0.0,No,Yes,DSL,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,0.0,0,0.0,2555.05,United States,California,37031,Male,69,No,Yes,No,No,0,No,0
No,0,5,no offer,Yes,22.01,Yes,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.20000000000005,United States,California,51213,Male,25,Yes,No,No,No,0,No,1
Yes,1,8,Offer E,Yes,2.87,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,165.5,0.0,0,22.96,188.46,United States,California,40545,Male,30,No,No,Yes,Yes,3,Yes,0
No,0,2,Offer E,Yes,23.91,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,United States,California,27804,Female,73,No,Yes,No,No,0,No,0
No,0,3,Offer E,Yes,13.72,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,276.21000000000004,United States,California,3680,Male,46,No,No,No,No,0,No,0
No,0,19,Offer D,Yes,11.85,Yes,Yes,DSL,18,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,0.0,0,225.15,1369.75,United States,California,10172,Male,40,No,No,No,No,0,No,0
No,0,72,Offer A,Yes,3.66,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,0.0,0,263.52,5171.77,United States,California,46858,Male,53,No,No,No,No,0,No,0
Yes,2,63,Offer B,No,0.0,No,Yes,DSL,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,0,0.0,2298.9,United States,California,268,Male,76,No,Yes,Yes,No,0,Yes,0
Yes,1,66,no offer,No,0.0,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0,0,0.0,3789.2,United States,California,25988,Male,38,No,No,Yes,No,0,Yes,0
No,0,1,no offer,Yes,44.56,No,Yes,Fiber Optic,27,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,United States,California,46171,Male,23,Yes,No,No,No,0,No,1
No,0,60,no offer,Yes,15.29,Yes,Yes,Fiber Optic,48,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765.0,0.0,0,917.4,5682.4,United States,California,12672,Female,24,Yes,No,No,No,0,No,0
Yes,3,48,no offer,No,0.0,No,Yes,DSL,22,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45.0,2196.3,0.0,0,0.0,2196.3,United States,California,56101,Female,43,No,No,Yes,Yes,3,Yes,0
No,0,1,Offer E,Yes,33.34,No,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0.0,0,33.34,118.89,United States,California,4644,Female,45,No,No,No,No,0,No,1
No,0,15,no offer,Yes,48.93,Yes,Yes,Fiber Optic,15,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0.0,0,733.95,2178.6000000000004,United States,California,25370,Male,49,No,No,No,No,0,No,1
Yes,4,50,Offer B,Yes,34.57,Yes,Yes,Fiber Optic,13,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,0.0,0,1728.5,7134.3,United States,California,8660,Female,62,No,No,Yes,No,0,Yes,0
Yes,10,72,Offer A,Yes,33.75,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0.0,0,2430.0,8769.3,United States,California,51855,Male,25,Yes,No,Yes,Yes,1,Yes,0
No,0,46,no offer,Yes,43.27,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,0.0,100,1990.42,5938.02,United States,California,24518,Female,37,No,No,No,No,0,No,0
Yes,4,72,no offer,Yes,30.0,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733.0,0.0,0,2160.0,8893.0,United States,California,16849,Female,35,No,No,Yes,Yes,1,Yes,0
Yes,2,1,no offer,Yes,34.28,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,19.7,0.0,0,34.28,53.98,United States,California,27414,Male,37,No,No,Yes,Yes,3,Yes,0
No,0,1,no offer,Yes,29.13,Yes,Yes,Cable,51,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0.0,0,29.13,79.23,United States,California,38519,Female,19,Yes,No,No,No,0,No,0
No,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,0.0,0,172.19,6313.04,United States,California,34946,Female,69,No,Yes,No,No,0,No,0
Yes,5,48,no offer,Yes,8.94,Yes,Yes,DSL,27,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,0.0,0,429.12,4299.42,United States,California,67852,Female,44,No,No,Yes,Yes,1,Yes,0
No,0,72,no offer,Yes,41.91,No,Yes,Fiber Optic,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,0.0,0,3017.5199999999995,10641.72,United States,California,40152,Female,19,Yes,No,No,No,0,No,0
Yes,6,52,Offer B,Yes,41.34,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0.0,0,2149.6800000000003,6504.13,United States,California,1785,Male,64,No,No,Yes,No,0,Yes,0
Yes,1,67,Offer A,Yes,46.9,No,Yes,Cable,28,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,0.0,0,3142.3,6574.049999999999,United States,California,262,Female,44,No,No,Yes,Yes,3,Yes,0
Yes,1,28,Offer C,Yes,16.85,No,Yes,Fiber Optic,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.80000000000007,2698.9,United States,California,23,Female,58,No,No,Yes,No,0,Yes,1
Yes,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0.0,0,1064.96,3110.51,United States,California,52986,Female,29,Yes,No,Yes,Yes,1,Yes,0
Yes,2,27,no offer,Yes,7.02,No,Yes,Cable,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0.0,0,189.54,2118.89,United States,California,26357,Female,80,No,Yes,Yes,No,0,Yes,1
No,0,3,no offer,Yes,31.48,No,Yes,Fiber Optic,73,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,0.0,0,94.44,362.89,United States,California,12241,Male,22,Yes,No,No,No,0,No,0
No,0,2,Offer E,Yes,40.43,Yes,Yes,Cable,27,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0.0,0,80.86,262.36,United States,California,34902,Male,22,Yes,No,No,No,0,No,1
No,0,9,no offer,Yes,35.49,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0.0,0,319.41,970.81,United States,California,33878,Female,50,No,No,No,Yes,2,No,1
Yes,10,50,Offer B,Yes,44.49,Yes,Yes,Cable,28,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,0.0,0,2224.5,5711.15,United States,California,3815,Male,53,No,No,Yes,Yes,2,Yes,0
Yes,1,71,no offer,Yes,31.03,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1389.6,0.0,0,2203.13,3592.73,United States,California,88,Female,45,No,No,Yes,Yes,2,Yes,0
Yes,2,32,Offer C,Yes,47.34,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,0.0,0,1514.88,3818.23,United States,California,34902,Male,76,No,Yes,Yes,No,0,Yes,1
Yes,10,16,Offer D,Yes,27.27,No,Yes,Fiber Optic,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,0.0,0,436.32,1959.02,United States,California,485,Female,57,No,No,Yes,Yes,3,Yes,0
Yes,8,67,Offer A,Yes,17.79,Yes,Yes,Fiber Optic,22,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,0.0,0,1191.9299999999998,7909.83,United States,California,6760,Female,45,No,No,Yes,Yes,3,Yes,0
Yes,1,72,no offer,Yes,15.94,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,0.0,0,1147.68,9206.23,United States,California,51737,Male,43,No,No,Yes,Yes,1,Yes,0
No,0,3,Offer E,Yes,24.63,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0.0,0,73.89,132.74,United States,California,1173,Female,41,No,No,No,No,0,No,1
Yes,1,23,no offer,Yes,48.02,Yes,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.35,538.5,0.0,0,1104.46,1642.96,United States,California,26831,Male,22,Yes,No,Yes,Yes,3,Yes,0
Yes,1,72,no offer,Yes,28.37,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,2042.64,7119.750000000001,United States,California,17112,Male,62,No,No,Yes,Yes,2,Yes,0
Yes,9,7,Offer E,No,0.0,No,Yes,Cable,47,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,58.85,465.7,0.0,0,0.0,465.7,United States,California,9805,Male,21,Yes,No,Yes,Yes,2,Yes,0
Yes,10,8,Offer E,Yes,1.56,No,Yes,DSL,57,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,0.0,0,12.48,487.58,United States,California,24660,Male,49,No,No,Yes,Yes,3,Yes,0
Yes,9,66,Offer A,No,0.0,No,Yes,Cable,23,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,0.0,110,0.0,3474.55,United States,California,13723,Male,33,No,No,Yes,Yes,4,Yes,0
No,0,5,Offer E,Yes,34.26,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.05,113.85,0.0,0,171.29999999999998,285.15,United States,California,37527,Male,30,No,No,No,No,0,No,1
No,0,49,no offer,Yes,44.33,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,0.0,0,2172.17,7208.47,United States,California,15140,Male,38,No,No,No,Yes,1,No,1
Yes,2,63,Offer B,Yes,38.36,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0.0,0,2416.68,3651.48,United States,California,2055,Male,56,No,No,Yes,No,0,Yes,0
Yes,1,12,Offer D,No,0.0,No,Yes,DSL,14,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,0.0,0,0.0,355.9,United States,California,3373,Female,70,No,Yes,Yes,Yes,1,Yes,0
Yes,5,27,no offer,Yes,36.19,No,Yes,DSL,53,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,0.0,0,977.13,2487.43,United States,California,273,Male,54,No,No,Yes,Yes,6,Yes,0
No,0,35,no offer,Yes,44.81,No,Yes,DSL,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0.0,0,1568.35,3550.95,United States,California,12587,Female,57,No,No,No,No,0,No,0
Yes,7,54,Offer B,Yes,4.33,Yes,Yes,DSL,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,0.0,0,233.82,4757.87,United States,California,443,Female,40,No,No,Yes,Yes,2,Yes,0
No,0,1,no offer,Yes,5.59,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,0.0,0,5.59,101.04,United States,California,84965,Male,56,No,No,No,No,0,No,1
No,0,5,Offer E,Yes,13.96,No,Yes,DSL,5,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,0.0,0,69.80000000000001,387.9,United States,California,5729,Male,38,No,No,No,No,0,No,0
No,0,19,no offer,Yes,41.79,No,Yes,DSL,6,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,0.0,60,794.01,2085.86,United States,California,384,Male,61,No,No,No,No,0,No,0
Yes,1,52,no offer,No,0.0,No,Yes,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554.0,27.01,0,0.0,2526.99,United States,California,1279,Male,35,No,No,Yes,Yes,2,Yes,0
Yes,8,72,no offer,No,0.0,No,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,0.0,0,0.0,4684.3,United States,California,476,Female,61,No,No,Yes,Yes,3,Yes,0
No,0,32,no offer,Yes,14.91,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,United States,California,9673,Male,50,No,No,No,No,0,No,0
Yes,1,8,no offer,Yes,16.88,No,Yes,Fiber Optic,6,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,0.0,0,135.04,977.94,United States,California,46086,Female,47,No,No,Yes,No,0,Yes,1
No,0,41,Offer B,Yes,37.55,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,0.0,140,1539.55,4211.35,United States,California,34716,Male,35,No,No,No,No,0,No,0
No,0,5,no offer,Yes,21.01,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.25,86.05,0.0,0,105.05,191.1,United States,California,9864,Male,32,No,No,No,No,0,No,0
No,0,11,no offer,No,0.0,No,Yes,DSL,17,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0.0,100,0.0,502.6,United States,California,9960,Female,54,No,No,No,Yes,1,No,0
No,0,5,no offer,Yes,31.09,No,Yes,Fiber Optic,11,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,0.0,0,155.45,608.8499999999999,United States,California,42239,Male,61,No,No,No,No,0,No,1
No,0,16,Offer D,Yes,41.51,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,326.65,0.0,0,664.16,990.81,United States,California,40137,Female,62,No,No,No,No,0,No,0
No,0,71,no offer,Yes,6.1,Yes,Yes,Fiber Optic,9,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,0.0,0,433.1,7815.950000000001,United States,California,74232,Male,80,No,Yes,No,No,0,No,0
No,0,11,no offer,No,0.0,No,Yes,DSL,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,0.0,0,0.0,422.6,United States,California,70011,Female,23,Yes,No,No,No,0,No,0
Yes,1,61,no offer,Yes,49.33,Yes,Yes,Fiber Optic,7,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,0.0,0,3009.13,9019.18,United States,California,1158,Female,63,No,No,Yes,No,0,Yes,1
Yes,2,71,no offer,Yes,23.06,No,Yes,Cable,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,0.0,0,1637.26,7683.360000000001,United States,California,64,Female,50,No,No,Yes,No,0,Yes,0
No,0,9,no offer,Yes,40.74,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,178.8,0.0,0,366.66,545.46,United States,California,53636,Male,56,No,No,No,No,0,No,0
No,0,6,no offer,Yes,39.16,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,0.0,0,234.96,549.56,United States,California,2423,Female,63,No,No,No,No,0,No,0
No,0,26,no offer,Yes,38.09,No,Yes,Fiber Optic,22,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,0.0,50,990.34,3314.69,United States,California,31556,Female,58,No,No,No,No,0,No,1
No,0,6,Offer E,Yes,6.98,No,Yes,Cable,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0.0,0,41.88,364.78,United States,California,23331,Female,29,Yes,No,No,No,0,No,0
No,0,11,no offer,Yes,30.57,No,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,0.0,0,336.27,1225.02,United States,California,22028,Male,54,No,No,No,No,0,No,0
Yes,1,1,no offer,Yes,43.67,No,Yes,Fiber Optic,73,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,0,43.67,124.22,United States,California,40270,Male,25,Yes,No,Yes,No,0,Yes,1
Yes,10,49,no offer,Yes,2.82,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.15,973.35,0.0,0,138.17999999999998,1111.53,United States,California,19630,Female,31,No,No,Yes,No,0,Yes,0
Yes,9,3,Offer E,Yes,11.47,No,Yes,DSL,51,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,0.0,0,34.410000000000004,203.01,United States,California,36125,Female,25,Yes,No,Yes,Yes,2,Yes,0
No,0,53,Offer B,Yes,43.57,No,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,0.0,0,2309.21,7733.46,United States,California,5729,Female,46,No,No,No,No,0,No,0
Yes,1,23,no offer,Yes,37.95,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0.0,0,872.85,3204.15,United States,California,25322,Male,28,Yes,No,Yes,No,0,Yes,1
No,0,2,no offer,Yes,25.49,No,Yes,DSL,9,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,89.5,0.0,0,50.98,140.48,United States,California,6787,Male,63,No,No,No,No,0,No,1
No,0,1,no offer,Yes,11.35,No,Yes,DSL,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,0.0,0,11.35,59.9,United States,California,17554,Male,37,No,No,No,No,0,No,1
No,0,3,no offer,Yes,33.87,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.4,121.25,0.0,0,101.61,222.86,United States,California,521,Male,44,No,No,No,Yes,1,No,0
Yes,1,68,no offer,Yes,21.33,Yes,Yes,Cable,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,0.0,0,1450.4399999999998,8302.09,United States,California,6787,Female,74,No,Yes,Yes,No,0,Yes,1
